2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/tencent/A_GRANDE_REFORMA_DO_CAFEZINHO.md: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/agent_data/monitoramento_humano: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/agent_data/qualidade_redacao: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: outros_legacy_minusculo_20260717/2026-05-02_diretorios_antigos/PCA_Redundancia/.env: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/lib64: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/bin/python: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/bin/python3.12: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/origens/alibaba/cerebro_trindade/venv/bin/python3: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/backup_root/.wwebjs_auth/session-mayra-session/SingletonCookie: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/backup_root/.wwebjs_auth/session-mayra-session/SingletonLock: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/backup_root/.wwebjs_auth/session-mayra-session/SingletonSocket: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/root/.wwebjs_auth/session-mayra-session/SingletonCookie: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/root/.wwebjs_auth/session-mayra-session/SingletonLock: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:36 NOTICE: cafezinho_Legacy20260610_20260717/root/.wwebjs_auth/session-mayra-session/SingletonSocket: Can't follow symlink without -L/--copy-links
2026/08/05 23:33:39 INFO  : INDEX.md: Copied (new)
2026/08/05 23:33:52 INFO  : bella_cia_Legacy_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:33:53 INFO  : bella_cia_Legacy_20260717/WhatsApp Ptt 2026-05-01 at 10.20.22.ogg: Copied (new)
2026/08/05 23:33:54 INFO  : cerebro_Foruns_backups_rotacao_20260706_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:33:55 INFO  : bella_cia_Legacy_20260717/inventario.json: Copied (new)
2026/08/05 23:33:56 INFO  : cerebro_Foruns_backups_rotacao_sprint_20260619_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:33:56 INFO  : cerebro_Foruns_backups_rotacao_20260706_20260717/inventario.json: Copied (new)
2026/08/05 23:33:57 INFO  : cerebro_Foruns_backups_rotacao_sprint_20260619_20260717/inventario.json: Copied (new)
2026/08/05 23:33:58 INFO  : cerebro_Foruns_legacy_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:33:58 INFO  : cerebro_Foruns_legacy_20260717/inventario.json: Copied (new)
2026/08/05 23:33:59 INFO  : BACKUP_DRIVE_20260717/inventario_local_completo.tsv: Copied (new)
2026/08/05 23:33:59 INFO  : gsn_legacy_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:29 INFO  : outros_Mundo_Trilhos_antiga_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:29 INFO  : outros_Mundo_Trilhos_antiga_20260717/google226cd01ba3819a2a.html: Copied (new)
2026/08/05 23:34:29 INFO  : gsn_legacy_20260717/deploy_gsn_droplet_legacy.sh: Copied (new)
2026/08/05 23:34:29 INFO  : gsn_legacy_20260717/README.md: Copied (new)
2026/08/05 23:34:30 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/canal_trindade_AUSENTE.txt: Copied (new)
2026/08/05 23:34:30 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:31 INFO  : outros_Mundo_Trilhos_antiga_20260717/inventario.json: Copied (new)
2026/08/05 23:34:32 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inventario.json: Copied (new)
2026/08/05 23:34:32 INFO  : cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/manifestos/inventario_conflitos_cerebro_20260610.json: Copied (new)
2026/08/05 23:34:33 INFO  : cafezinho_Legacy_CEREBRO_STAGING_20260610_20260717/manifestos/inventario_conflitos_cerebro_20260610.md: Copied (new)
2026/08/05 23:34:34 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/agy.md: Copied (new)
2026/08/05 23:34:34 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:34 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/antigravity.md: Copied (new)
2026/08/05 23:34:34 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/codex.md: Copied (new)
2026/08/05 23:34:34 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/claude.md: Copied (new)
2026/08/05 23:34:35 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/deepseek.md: Copied (new)
2026/08/05 23:34:36 INFO  :    51.845 MiB / 6.284 GiB, 1%, 222.303 KiB/s, ETA 8h10m (xfr#49/10065)
2026/08/05 23:34:37 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/grok.md: Copied (new)
2026/08/05 23:34:37 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/kimi.md: Copied (new)
2026/08/05 23:34:37 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/qwen.md: Copied (new)
2026/08/05 23:34:37 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/glm.md: Copied (new)
2026/08/05 23:34:37 INFO  : outros_Foruns_legacy_20260717/FORUM_AUTOCURA.md: Copied (new)
2026/08/05 23:34:37 INFO  : cerebro_Foruns_inbox_trindade_backup_pre_limpeza_20260615_20260717/inventario.json: Copied (new)
2026/08/05 23:34:37 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/MANIFESTO_BACKUP.md: Copied (new)
2026/08/05 23:34:39 INFO  : outros_Foruns_legacy_20260717/forum_eleicoes_teste_cruzado_analise_20260424.md: Copied (new)
2026/08/05 23:34:39 INFO  : outros_Foruns_legacy_20260717/forum_lula.md: Copied (new)
2026/08/05 23:34:39 INFO  : outros_Foruns_legacy_20260717/forum_organizacao_memoria.md: Copied (new)
2026/08/05 23:34:39 INFO  : outros_Foruns_legacy_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:39 INFO  : outros_Foruns_legacy_20260717/forumintegracaomemoriashoje.md: Copied (new)
2026/08/05 23:34:39 INFO  : outros_Foruns_legacy_20260717/forumauditorhoje.md: Copied (new)
2026/08/05 23:34:39 INFO  : gsn_legacy_20260717/inventario.json: Copied (new)
2026/08/05 23:34:40 INFO  : outros_Foruns_legacy_20260717/forum_recuperacao_env_hoje.md: Copied (new)
2026/08/05 23:34:42 INFO  : outros_Rio_Carta_App_antiga_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:42 INFO  : outros_Foruns_legacy_20260717/inventario.json: Copied (new)
2026/08/05 23:34:42 INFO  : outros_Foruns_legacy_20260717/forumtematicos.md: Copied (new)
2026/08/05 23:34:43 INFO  : outros_Rio_Carta_App_antiga_20260717/app.js: Copied (new)
2026/08/05 23:34:43 INFO  : outros_Rio_Carta_App_antiga_20260717/index.html: Copied (new)
2026/08/05 23:34:43 INFO  : outros_Rio_Carta_versao_antiga_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:43 INFO  : outros_Rio_Carta_App_antiga_20260717/style.css: Copied (new)
2026/08/05 23:34:43 INFO  : outros_Rio_Carta_App_antiga_20260717/inventario.json: Copied (new)
2026/08/05 23:34:44 INFO  : outros_Rio_Carta_versao_antiga_20260717/inventario.json: Copied (new)
2026/08/05 23:34:44 INFO  : outros_Rio_Carta_versao_antiga_20260717/wordpress-seo-local-15.8.zip: Copied (new)
2026/08/05 23:34:45 INFO  : outros_Rio_Carta_versao_antiga_20260717/wordpress-seo-premium-27.3.zip: Copied (new)
2026/08/05 23:34:46 INFO  : outros_Rio_Carta_versao_antiga_20260717/wpseo-news-13.3.zip: Copied (new)
2026/08/05 23:34:46 INFO  : outros_Rio_Carta_versao_antiga_20260717/wpseo-video-15.1.zip: Copied (new)
2026/08/05 23:34:46 INFO  : outros_legacy_minusculo_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:48 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/agy.md: Copied (new)
2026/08/05 23:34:48 INFO  : outros_legacy_minusculo_20260717/inventario.json: Copied (new)
2026/08/05 23:34:48 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/antigravity.md: Copied (new)
2026/08/05 23:34:48 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/claude.md: Copied (new)
2026/08/05 23:34:48 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/codex.md: Copied (new)
2026/08/05 23:34:49 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/deepseek.md: Copied (new)
2026/08/05 23:34:50 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/gpt.md: Copied (new)
2026/08/05 23:34:50 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/grok.md: Copied (new)
2026/08/05 23:34:50 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/glm.md: Copied (new)
2026/08/05 23:34:50 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/kilo.md: Copied (new)
2026/08/05 23:34:51 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/kimi.md: Copied (new)
2026/08/05 23:34:51 INFO  : cerebro_Foruns_backup_limpeza_trindade_super_luxo_20260707_20260717/inbox_trindade/qwen.md: Copied (new)
2026/08/05 23:34:53 INFO  : raiz_dados_soltos_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:34:56 INFO  : raiz_dados_soltos_20260717/inventario.json: Copied (new)
2026/08/05 23:34:56 INFO  : raiz_dados_soltos_20260717/b2_env_vars.txt: Copied (new)
2026/08/05 23:34:56 INFO  : cafezinho_Legacy_Cerebro_20260717/A_GRANDE_REFORMA_DO_CAFEZINHO.md: Copied (new)
2026/08/05 23:34:56 INFO  : cafezinho_Legacy_Cerebro_20260717/00_LEIA_PRIMEIRO_LEGACY.md: Copied (new)
2026/08/05 23:34:57 INFO  : raiz_dados_soltos_20260717/xi_jinping_20240516.jpg: Copied (new)
2026/08/05 23:34:57 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_AIATOLAH.md: Copied (new)
2026/08/05 23:34:58 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_DADOS_PUBLICOS.md: Copied (new)
2026/08/05 23:34:58 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_GSN.md: Copied (new)
2026/08/05 23:34:59 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_MASTER.md: Copied (new)
2026/08/05 23:34:59 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_INCIDENTES_20260522.md: Copied (new)
2026/08/05 23:34:59 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_MIGUEL.md: Copied (new)
2026/08/05 23:35:00 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_RIOCARTA.md: Copied (new)
2026/08/05 23:35:01 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_AGENTES.md: Copied (new)
2026/08/05 23:35:30 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_ARQUITETURA.md: Copied (new)
2026/08/05 23:35:32 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_BOLETIM_NEWS_RIOCARTA.md: Copied (new)
2026/08/05 23:35:34 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_BUGS.md: Copied (new)
2026/08/05 23:35:36 INFO  :   250.488 MiB / 6.305 GiB, 4%, 3.615 MiB/s, ETA 28m36s (xfr#107/10123)
2026/08/05 23:35:36 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_BUGS_ATIVOS.md: Copied (new)
2026/08/05 23:35:39 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_BUGS_RESOLVIDOS.md: Copied (new)
2026/08/05 23:35:41 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_CATALOGO_MODELOS_LLM.md: Copied (new)
2026/08/05 23:35:46 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_INDEX_SATELITES.md: Copied (new)
2026/08/05 23:35:47 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_BOLETIM_NEWS_DEEPSEEK.md: Copied (new)
2026/08/05 23:35:47 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_BOLETIM_NEWS_CAFEZINHO.md: Copied (new)
2026/08/05 23:35:47 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_BOLETIM_NEWS.md: Copied (new)
2026/08/05 23:35:48 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_ATUALIZACOES.md: Copied (new)
2026/08/05 23:35:48 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_CHECKUPS.md: Copied (new)
2026/08/05 23:35:49 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_CHAVES_E_LLMS.md: Copied (new)
2026/08/05 23:35:49 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_COFRE_CHAVES.md: Copied (new)
2026/08/05 23:35:50 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_COMUNICACAO.md: Copied (new)
2026/08/05 23:35:50 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_GOVERNANCA_REGRAS_VIVAS.md: Copied (new)
2026/08/05 23:35:51 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_HARDWARE_MIGUEL.md: Copied (new)
2026/08/05 23:35:51 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_GOVERNANCA_SPRINTS_HISTORICO.md: Copied (new)
2026/08/05 23:35:52 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_HARDWARE_MIGUEL_ROLLBACK.md: Copied (new)
2026/08/05 23:35:52 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_MUNDO_TRILHOS.md: Copied (new)
2026/08/05 23:35:52 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_MEMORIA_TRABALHO.md: Copied (new)
2026/08/05 23:35:52 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_GOVERNANCA.md: Copied (new)
2026/08/05 23:35:53 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_ORLANDO_DINIZ.md: Copied (new)
2026/08/05 23:35:53 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_OBSERVABILIDADE.md: Copied (new)
2026/08/05 23:35:55 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_QUALIDADE_REDACAO.md: Copied (new)
2026/08/05 23:35:55 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_RELATORIOS_MONITORAMENTO.md: Copied (new)
2026/08/05 23:35:55 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_SEO_OBSERVATORY.md: Copied (new)
2026/08/05 23:35:55 INFO  : cafezinho_Legacy_Cerebro_20260717/CEREBRO_NODE_SPRINTS_ATIVOS.md: Copied (new)
2026/08/05 23:35:56 INFO  : cafezinho_Legacy_Cerebro_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:35:59 INFO  : cafezinho_Legacy_Cerebro_20260717/README.md: Copied (new)
2026/08/05 23:35:59 INFO  : cafezinho_Legacy_Cerebro_20260717/cerebro_light.py: Copied (new)
2026/08/05 23:35:59 INFO  : cafezinho_Legacy_Cerebro_20260717/inventario.json: Copied (new)
2026/08/05 23:35:59 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/agy.md: Copied (new)
2026/08/05 23:35:59 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/antigravity.md: Copied (new)
2026/08/05 23:36:01 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/deepseek.md: Copied (new)
2026/08/05 23:36:01 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/glm.md: Copied (new)
2026/08/05 23:36:26 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/claude.md: Copied (new)
2026/08/05 23:36:29 INFO  : outros_Legacy_maiusculo_20260717/BOAS_VINDAS_DEEPSEEK_CODE.md: Copied (new)
2026/08/05 23:36:33 INFO  : outros_Legacy_maiusculo_20260717/BOAS_VINDAS_QWEN_CODE.md: Copied (new)
2026/08/05 23:36:33 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/grok.md: Copied (new)
2026/08/05 23:36:33 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/codex.md: Copied (new)
2026/08/05 23:36:34 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/kimi.md: Copied (new)
2026/08/05 23:36:34 INFO  : cerebro_Foruns_backup_limpeza_codex_publicador_crontab_20260615_20260717/inbox_trindade/qwen.md: Copied (new)
2026/08/05 23:36:34 INFO  : outros_Legacy_maiusculo_20260717/=: Copied (new)
2026/08/05 23:36:35 INFO  : outros_Legacy_maiusculo_20260717/BOA_NOITE.md: Copied (new)
2026/08/05 23:36:36 INFO  : outros_Legacy_maiusculo_20260717/BOA_TARDE.md: Copied (new)
2026/08/05 23:36:36 INFO  :   412.817 MiB / 6.334 GiB, 6%, 2.536 MiB/s, ETA 39m54s (xfr#150/10166)
2026/08/05 23:36:36 INFO  : outros_Legacy_maiusculo_20260717/BOM_DIA.md: Copied (new)
2026/08/05 23:36:37 INFO  : outros_Legacy_maiusculo_20260717/CEREBRO_INDEX_MIGUEL.md: Copied (new)
2026/08/05 23:36:37 INFO  : outros_Legacy_maiusculo_20260717/CEREBRO_MIGUEL.md: Copied (new)
2026/08/05 23:36:37 INFO  : outros_Legacy_maiusculo_20260717/CEREBRO_NODE_BOLETIM_NEWS_CAFEZINHO.md: Copied (new)
2026/08/05 23:36:38 INFO  : outros_Legacy_maiusculo_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:36:39 INFO  : outros_Legacy_maiusculo_20260717/QWEN_CONTEXTO.md: Copied (new)
2026/08/05 23:36:39 INFO  : outros_Legacy_maiusculo_20260717/TREINO_QWEN_CODE_SEGURANCA.md: Copied (new)
2026/08/05 23:36:39 INFO  : outros_Legacy_maiusculo_20260717/[Gisele: Copied (new)
2026/08/05 23:36:39 INFO  : outros_Legacy_maiusculo_20260717/[Miguel: Copied (new)
2026/08/05 23:36:40 INFO  : outros_Legacy_maiusculo_20260717/CEREBRO_NODE_BOLETIM_NEWS_RIOCARTA.md: Copied (new)
2026/08/05 23:36:40 INFO  : outros_Legacy_maiusculo_20260717/acorde.sh: Copied (new)
2026/08/05 23:36:42 INFO  : raiz_lixo_zero_bytes_20260717/.gitignore.bak_pre_audit_codex_20260517_1000: Copied (new)
2026/08/05 23:36:44 INFO  : raiz_lixo_zero_bytes_20260717/3: Copied (new)
2026/08/05 23:36:44 INFO  : raiz_instaladores_configs_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:36:44 INFO  : outros_Legacy_maiusculo_20260717/api_fetcher.py: Copied (new)
2026/08/05 23:36:44 INFO  : raiz_lixo_zero_bytes_20260717/MANIFEST.md: Copied (new)
2026/08/05 23:36:44 INFO  : outros_Legacy_maiusculo_20260717/analise_pesquisa_btg_nexus.docx: Copied (new)
2026/08/05 23:36:45 INFO  : raiz_lixo_zero_bytes_20260717/=: Copied (new)
2026/08/05 23:36:46 INFO  : raiz_instaladores_configs_20260717/crontab_backup_do_droplet.txt: Copied (new)
2026/08/05 23:36:46 INFO  : raiz_lixo_zero_bytes_20260717/inventario.json: Copied (new)
2026/08/05 23:36:47 INFO  : outros_Legacy_maiusculo_20260717/claude-glm.sh: Copied (new)
2026/08/05 23:36:47 INFO  : raiz_lixo_zero_bytes_20260717/codigo_secreto_pkce.txt: Copied (new)
2026/08/05 23:36:48 INFO  : raiz_lixo_zero_bytes_20260717/requests: Copied (new)
2026/08/05 23:36:52 INFO  : raiz_lixo_zero_bytes_20260717/subprocess: Copied (new)
2026/08/05 23:36:52 INFO  : raiz_instaladores_configs_20260717/get_vpngate.py: Copied (new)
2026/08/05 23:36:52 INFO  : cafezinho_Legacy_Cerebro_dup_inbox_20260620_20260717/Foruns/inbox_trindade/claude.md: Copied (new)
2026/08/05 23:36:53 INFO  : raiz_instaladores_configs_20260717/get_vpngate2.py: Copied (new)
2026/08/05 23:36:53 INFO  : cafezinho_Legacy_Cerebro_dup_inbox_20260620_20260717/Foruns/inbox_trindade/kimi.md: Copied (new)
2026/08/05 23:36:55 INFO  : raiz_instaladores_configs_20260717/inventario.json: Copied (new)
2026/08/05 23:36:55 INFO  : outros_Legacy_maiusculo_20260717/claude-max.sh: Copied (new)
2026/08/05 23:36:55 INFO  : raiz_instaladores_configs_20260717/painel.nginx.conf.bak_local: Copied (new)
